id,label
014201,D
014301,C
014302,B
014303,B
014304,B
014401,C
014501,C
014601,B
014602,B
014701,D
014801,A
014802,B
014803,B
014901,D
015001,C
015101,D
015102,D
015103,A
015201,B
015202,D
015301,D
015302,D
015303,B
015401,C
015501,C
015502,B
015601,D
015701,B
015702,B
015801,D
015901,C
015902,B
015903,C
016001,B
016002,D
016101,C
016102,D
016201,C
016301,D
016302,D
016303,A
016401,B
016402,A
016403,D
016501,A
016502,D
016601,D
016602,C
016701,D
016702,B
016801,B
016901,A
016902,D
017001,C
017101,D
017102,B
017201,B
017202,D
017203,D
017301,A
017401,C
017501,D
017502,D
017503,A
017601,D
017602,C
017603,C
017701,D
017702,B
017703,B
017801,D
017901,A
017902,C
018001,B
018002,C
018101,D
018201,C
018301,C
018302,C
018401,D
018402,C
018501,D
018601,C
018701,C
018801,D
018802,A
018901,D
018902,D
018903,C
019001,B
019101,C
019201,B
019301,C
019401,C
019402,C
019501,C
019502,D
019601,A
019602,B
019701,D
019702,C
019703,C
019801,A
019802,D
019901,D
020001,C
020002,B
020003,C
020101,D
020102,C
020201,A
020202,A
020301,C
020401,B
020501,D
020502,B
020503,D
020601,B
020602,A
020701,A
020702,C
020703,C
020801,A
020802,C
020803,B
020901,A
020902,C
021001,B
021002,B
021003,A
021004,B
021101,B
021102,C
021103,C
021201,D
021202,D
021203,C
021301,B
021302,C
021401,C
021402,D
021501,C
021502,A
021601,A
021602,B
021603,B
021701,A
021702,C
021703,C
021801,B
021802,A
021901,C
021902,C
021903,C
022001,C
022002,A
022003,D
022101,C
022102,B
022103,B
022201,D
022202,A
022203,D
022301,D
022302,B
022401,C
022402,D
022403,C
022501,A
022502,B
022601,A
022602,A
022603,C
022701,C
022702,D
022703,D
022801,B
022802,B
022901,B
022902,D
023001,D
023002,B
023003,D
023101,C
023102,B
023103,C
023201,D
023202,D
023301,B
023302,A
023303,D
023401,A
023402,C
023403,A
023501,A
023502,C
023503,B
023601,A
023602,A
023603,D
023701,D
023702,B
023801,D
023802,D
023803,C
023901,C
023902,C
023903,A
024001,D
024002,B
024003,C
024101,A
024102,C
024103,A
024201,A
024202,C
024301,B
024302,A
024401,C
024402,A
024403,C
024501,C
024502,D
024601,D
024602,B
024701,C
024702,B
024703,D
024801,D
024802,B
024803,A
024901,A
024902,A
025001,C
025002,C
025003,B
025101,D
025102,C
025103,D
025201,B
025202,B
025301,C
025302,A
025303,C
025304,B
025401,B
025402,A
025403,D
025501,D
025502,B
025503,C
025601,C
025602,D
025701,D
025702,A
025703,C
025801,A
025802,A
025901,C
025902,D
026001,B
026002,A
026003,D
026101,B
026102,D
026201,C
026202,B
026203,A
026301,C
026302,D
026401,B
026402,C
026403,B
026501,A
026502,D
026601,D
026602,C
026603,C
026701,A
026702,A
026703,D
026801,C
026802,A
026803,D
026901,A
026902,D
026903,C
027001,D
027002,A
027003,C
027101,D
027102,D
027103,C
027201,D
027202,B
027203,D
027301,D
027302,B
027303,B
027401,A
027402,D
027501,A
027502,C
027503,C
027601,B
027602,B
027603,C
027701,C
027702,D
027801,B
027802,B
027901,D
027902,C
027903,D
028001,B
028002,B
028003,D
028004,C
028101,A
028102,D
028103,D
028201,A
028202,B
028301,B
028302,C
028303,D
028401,B
028402,A
028403,A
028501,D
028502,C
028503,B
028601,A
028602,A
028603,C
028701,C
028702,B
028703,C
028801,C
028802,A
028901,C
028902,A
028903,B
029001,C
029002,D
029101,D
029102,D
029201,C
029202,D
029301,C
029302,D
029303,D
029401,A
029402,C
029403,A
029501,C
029502,B
029601,C
029602,C
029603,C
029701,C
029702,A
029801,C
029802,C
029803,D
029901,B
029902,A
030001,C
030002,B
030101,B
030102,D
030103,B
030201,D
030202,B
030203,B
030301,C
030302,A
030303,D
030401,D
030402,B
030403,A
030501,B
030502,A
030503,B
030601,D
030602,C
030701,A
030702,B
030801,D
030802,A
030901,D
030902,B
030903,C
031001,B
031002,C
031003,D
031101,D
031102,D
031103,B
031201,B
031202,A
031203,B
031204,C
031301,A
031302,B
031401,D
031402,C
031403,B
031501,A
031502,D
031503,B
031601,D
031602,D
031701,C
031702,C
031801,A
031802,C
031901,B
031902,B
032001,D
032002,C
032101,A
032102,C
032103,C
032201,D
032202,B
032203,A
032301,B
032302,A
032303,D
032401,C
032402,A
032403,C
032501,A
032502,B
032503,A
032601,D
032602,C
032603,D
032701,D
032702,D
032801,C
032802,C
032901,B
032902,C
033001,C
033002,C
033003,B
033101,A
033102,D
033201,D
033202,C
033203,C
033301,C
033302,D
033303,D
033401,B
033402,B
033403,B
033501,C
033502,B
033503,D
033601,D
033602,B
033603,A
033701,B
033702,D
033801,B
033802,C
033901,C
033902,B
033903,D
034001,C
034002,C
034003,D
034101,B
034102,B
034103,A
034201,D
034202,B
034203,B
034301,A
034302,A
034303,D
034401,C
034402,D
034403,D
034501,B
034502,D
034503,D
034601,A
034602,D
034603,A
034701,C
034702,A
034703,D
034801,B
034802,B
034803,D
034804,A
034901,A
034902,A
034903,A
035001,B
035002,D
035003,B
035101,C
035102,D
035201,A
035202,A
035301,D
035302,B
035401,B
035402,A
035403,A
035501,A
035502,D
035503,C
035601,C
035602,B
035701,C
035702,C
035703,B
035801,C
035802,D
035901,A
035902,A
036001,A
036002,A
036101,C
036102,B
036201,C
036202,D
036203,A
036301,B
036302,A
036401,C
036402,B
036501,A
036502,D
036601,D
036602,B
036603,D
036604,C
036701,A
036702,A
036801,C
036802,C
036803,D
036901,A
036902,A
037001,C
037002,A
037101,D
037102,C
037201,A
037202,D
037301,A
037302,C
037401,C
037402,C
037501,D
037502,C
037503,C
037601,C
037602,B
037603,D
037604,D
037701,A
037702,D
037703,C
037801,B
037802,D
037901,C
037902,A
037903,C
038001,C
038002,A
038101,C
038102,B
038103,B
038201,B
038202,D
038301,C
038302,B
038303,A
038401,C
038402,C
038403,D
038501,C
038502,D
038503,D
038601,B
038602,C
038603,C
038701,A
038702,A
038801,A
038802,C
038901,A
038902,A
038903,D
039001,A
039002,A
039101,D
039102,D
039103,C
039201,C
039202,D
039301,C
039302,A
039303,A
039401,D
039402,A
039403,B
039501,A
039502,B
039601,B
039602,C
039701,A
039702,C
039801,C
039802,D
039803,C
039901,D
039902,D
040001,D
040002,D
040003,D
040101,B
040102,C
040103,A
040201,B
040202,B
040203,C
040301,A
040302,B
040303,B
040401,B
040402,D
040403,B
040501,A
040502,B
040601,D
040602,C
040603,D
040701,D
040702,A
040801,C
040802,C
040901,A
040902,C
040903,C
041001,D
041002,D
041003,B
041101,C
041102,C
041201,C
041202,C
041301,B
041302,C
041401,B
041402,A
041403,B
041501,D
041502,B
041503,D
041601,D
041602,D
041603,B
041701,C
041702,D
041801,B
041802,C
041803,B
041901,D
041902,C
042001,D
042002,D
042003,C
042101,B
042102,C
042201,A
042202,B
042301,D
042302,A
042401,D
042402,A
042501,C
042502,B
042601,B
042602,B
042701,D
042702,D
042801,D
042802,A
042803,A
042901,C
042902,A
043001,D
043002,D
043101,B
043102,B
043201,A
043202,D
043301,D
043302,C
043303,D
043401,C
043402,C
043403,B
043501,C
043502,D
043601,B
043602,C
043603,D
043701,C
043702,A
043801,B
043802,B
043901,B
043902,A
044001,B
044002,D
044101,B
044102,D
044201,B
044202,D
044301,A
044302,A
044401,C
044402,C
044501,B
044502,A
044503,C
044601,A
044602,A
044603,C
044701,D
044702,C
044703,D
044801,A
044802,A
044803,B
044901,A
044902,C
044903,B
045001,D
045002,D
045003,B
045101,B
045102,D
045103,B
045201,D
045202,D
045301,C
045302,B
045401,C
045402,C
045403,D
045501,B
045502,A
045601,D
045602,C
045701,B
045702,B
045801,A
045802,B
045901,C
045902,C
045903,B
046001,B
046002,C
046003,C
046101,C
046102,B
046201,A
046202,C
046203,A
046301,A
046302,D
046303,B
046401,B
046402,A
046501,C
046502,D
046601,A
046602,B
046701,A
046702,C
046801,D
046802,C
046803,A
046901,A
046902,B
046903,A
047001,D
047002,A
047101,A
047102,D
047103,B
047201,C
047202,D
047203,B
047301,C
047302,B
047303,B
047304,C
047401,D
047402,B
047403,D
047501,C
047502,D
047503,A
047601,C
047602,C
047603,C
047701,D
047702,C
047801,D
047802,C
047901,C
047902,B
047903,C
048001,B
048002,A
048003,D
048004,B
048101,C
048102,D
048103,C
048104,B
048201,D
048202,C
048301,D
048302,D
048303,A
048401,A
048402,A
048403,B
048501,C
048502,D
048601,A
048602,D
048603,D
048701,D
048702,B
048801,D
048802,C
048901,B
048902,D
049001,D
049002,C
049101,C
049102,B
049103,D
049201,C
049202,D
049301,B
049302,A
049401,C
049402,C
049501,B
049502,D
049601,D
049602,A
049701,A
049702,D
049801,D
049802,A
049803,D
049901,A
049902,C
050001,B
050002,C
050003,C
050101,B
050102,B
050103,B
050201,B
050202,B
050203,D
050301,A
050302,C
050303,C
050304,D
050401,C
050402,D
050403,A
050501,C
050502,B
050503,A
050601,C
050602,C
050603,C
050701,B
050702,B
050801,A
050802,D
050803,C
050901,C
050902,C
051001,A
051002,C
051003,A
051101,D
051102,B
051103,C
051201,B
051202,A
051301,D
051302,A
051401,D
051402,B
051501,C
051502,B
051601,D
051602,A
051701,B
051702,A
051703,C
051801,A
051802,B
051803,B
051901,A
051902,C
051903,A
052001,D
052002,C
052003,A
052101,B
052102,C
052103,C
052201,D
052202,B
052203,D
052301,B
052302,B
052303,A
052401,C
052402,B
052403,C
052501,C
052502,C
052503,C
052601,D
052602,A
052701,C
052702,A
052801,B
052802,B
052803,D
052901,C
052902,C
052903,D
053001,A
053002,C
053003,B
053101,C
053102,C
053103,C
053201,A
053202,D
053203,B
053301,A
053302,A
053303,C
053401,B
053402,D
053403,B
053501,D
053502,B
053601,A
053602,C
053603,A
053701,C
053702,C
053703,A
053801,B
053802,A
053901,C
053902,C
053903,D
054001,A
054002,B
054003,D
054101,D
054102,A
054103,B
054201,C
054202,A
054203,C
054301,D
054302,A
054303,D
054401,A
054402,D
054403,B
054501,D
054502,C
054503,B
054504,D
054601,B
054602,C
054701,B
054702,D
054703,C
054801,B
054802,C
054803,A
054804,B
054805,B
054901,D
054902,B
054903,C
055001,B
055002,D
055101,A
055102,B
055103,C
055201,A
055202,A
055203,B
055301,C
055302,C
055303,C
055401,C
055402,C
055403,B
055501,D
055502,B
055503,B
055601,D
055602,B
055603,D
055701,A
055702,D
055703,C
055801,D
055802,A
055803,A
055901,D
055902,D
056001,C
056002,D
056003,C
056101,A
056102,C
056201,B
056202,D
056301,B
056302,D
056401,D
056402,D
056501,D
056502,A
056503,D
056601,B
056602,C
056701,C
056702,B
056801,D
056802,C
056901,D
056902,A
056903,A
057001,C
057002,A
057003,B
057101,C
057102,D
057103,C
057201,B
057202,C
057301,C
057302,C
057303,B
057401,B
057402,B
057501,D
057502,A
057503,B
057601,B
057602,C
057701,A
057702,C
057703,D
057801,B
057802,D
057803,C
057901,B
057902,B
057903,A
058001,C
058002,C
058003,A
058101,D
058102,D
058103,C
058201,A
058202,C
058203,A
058301,A
058302,C
058303,C
058401,A
058402,A
058501,B
058502,D
058503,A
058601,B
058602,D
058603,D
058701,C
058702,C
058703,D
058801,D
058802,B
058803,B
058901,C
058902,C
058903,A
059001,D
059002,B
059003,D
059101,D
059102,A
059103,C
059201,B
059202,C
059203,D
059301,A
059302,D
059303,D
059401,C
059402,C
059403,B
059501,D
059502,D
059503,A
059601,C
059602,D
059603,D
059701,B
059702,B
059703,A
059801,C
059802,B
059901,B
059902,C
059903,C
060001,B
060002,A
060101,B
060102,D
060201,C
060202,B
060203,C
060301,A
060302,D
060303,D
060401,C
060402,B
060403,B
060501,C
060502,A
060503,C
060601,A
060602,B
060603,B
060701,A
060702,B
060703,A
060801,A
060802,B
060803,D
060901,C
060902,D
060903,A
061001,D
061002,C
061003,B
061101,C
061102,C
061201,B
061202,B
061301,D
061302,D
061303,D
061401,D
061402,B
061403,D
061501,C
061502,C
061503,C
061601,A
061602,D
061603,D
061701,A
061702,B
061703,C
061801,A
061802,B
061803,B
061901,B
061902,B
062001,D
062002,B
062101,C
062102,B
062201,B
062202,D
062203,A
062301,C
062302,C
062401,C
062402,C
062501,A
062502,D
062601,A
062602,A
062603,D
062701,D
062702,B
062703,C
062801,D
062802,D
062803,B
062901,D
062902,D
062903,C
063001,D
063002,B
063003,A
063101,C
063102,A
063103,C
063201,A
063202,C
063301,A
063302,A
063303,B
063401,C
063402,A
063403,D
063501,B
063502,C
063601,D
063602,B
063603,B
063701,B
063702,C
063703,B
063801,D
063802,B
063803,C
063901,C
063902,A
063903,B
064001,B
064002,C
064003,D
064101,B
064102,A
064103,A
064201,A
064202,A
064203,C
064301,C
064302,D
064303,B
064401,D
064402,A
064403,B
064501,A
064502,C
064503,B
064601,D
064602,D
064603,D
064701,D
064702,C
064703,A
064801,A
064802,C
064803,C
064901,D
064902,C
064903,C
065001,C
065002,D
065003,D
065101,D
065102,C
065103,A
065201,C
065202,C
065203,B
065301,C
065302,D
065303,C
065401,D
065402,B
065403,B
065501,B
065502,A
065503,C
065601,A
065602,C
065603,B
065701,A
065702,B
065703,D
065801,D
065802,C
065803,A
065901,D
065902,C
065903,D
066001,A
066002,D
066003,B
066101,C
066102,B
066103,D
066201,B
066202,D
066203,C
066301,D
066302,A
066401,B
066402,B
066403,A
066501,D
066502,B
066503,C
066601,D
066602,C
066603,D
066701,B
066702,A
066703,C
066801,D
066802,C
066803,B
066901,B
066902,D
066903,C
067001,C
067002,C
067101,C
067102,D
067103,C
067201,C
067202,C
067301,C
067302,C
067401,C
067402,B
067501,B
067502,D
067503,C
067601,D
067602,D
067701,C
067702,C
067801,B
067802,A
067803,C
067901,A
067902,A
067903,B
068001,D
068002,C
068003,A
068101,C
068102,D
068103,C
068201,D
068202,D
068203,B
068301,D
068302,C
068303,C
068401,D
068402,B
068501,D
068502,C
068601,B
068602,C
068603,A
068701,B
068702,C
068703,D
068801,C
068802,B
068803,B
068901,D
068902,D
068903,B
069001,A
069002,D
069101,C
069102,D
069103,B
069201,A
069202,C
069203,C
069301,B
069302,B
069303,A
069401,C
069402,C
069403,D
069501,B
069502,A
069503,A
069601,D
069602,A
069603,B
069701,A
069702,C
069703,A
069801,C
069802,B
069901,A
069902,B
069903,B
070001,A
070002,D
070003,C
070101,C
070102,C
070103,A
070201,D
070202,A
070203,B
070301,A
070302,D
070303,B
070401,D
070402,B
070501,C
070502,C
070601,A
070602,A
070603,B
070701,D
070702,C
070801,D
070802,C
070803,B
070901,C
070902,D
071001,D
071002,A
071101,C
071102,C
071201,A
071202,B
071203,B
071301,D
071302,D
071303,D
071401,B
071402,D
071403,B
071501,D
071502,D
071503,B
071601,B
071602,C
071701,A
071702,B
071703,A
071801,D
071802,D
071803,C
071901,B
071902,A
071903,C
072001,D
072002,D
072003,D
072101,C
072102,A
072103,A
072201,C
072202,D
072203,C
072301,A
072302,B
072303,B
072401,D
072402,B
072403,B
072501,A
072502,B
072503,D
072601,B
072602,B
072603,A
072701,D
072702,A
072703,D
072801,A
072802,D
072803,C
072901,B
072902,D
072903,D
072904,A
073001,A
073002,D
073003,A
073101,C
073102,C
073201,C
073202,D
073203,C
073301,B
073302,C
073303,A
073401,A
073402,D
073403,C
073501,D
073502,D
073503,B
073601,C
073602,D
073701,C
073702,A
073801,D
073802,A
073901,D
073902,C
074001,A
074002,B
074003,A
074101,B
074102,D
074103,C
074201,C
074202,A
074203,C
074301,C
074302,A
074303,D
074401,A
074402,B
074403,A
074501,D
074502,B
074503,C
074601,A
074602,D
074603,B
074701,C
074702,B
074703,C
074801,D
074802,D
074803,D
074901,B
074902,C
074903,A
075001,D
075002,C
075003,D
075101,C
075102,A
075103,A
075201,B
075202,D
075203,A
075301,C
075302,C
075303,D
075401,D
075402,B
075403,B
075501,D
075502,A
075503,D
075601,C
075602,D
075603,C
075701,D
075702,D
075703,C
075801,A
075802,D
075803,C
075901,A
075902,D
075903,D
076001,B
076002,C
076003,D
076101,D
076102,B
076201,B
076202,A
076203,C
076301,B
076302,B
076303,A
076401,B
076402,C
076403,A
076501,D
076502,B
076503,D
076601,B
076602,C
076603,D
076604,A
076701,C
076702,C
076703,A
076704,A
076801,A
076802,C
076803,B
076901,D
076902,A
076903,B
077001,C
077002,B
077003,D
077101,B
077102,C
077103,D
077201,A
077202,C
077203,D
077204,B
077301,D
077302,D
077303,C
077401,B
077402,A
077403,D
077501,C
077502,D
077503,A
077601,D
077602,B
077603,B
077701,D
077702,C
077703,C
077801,A
077802,D
077803,D
077901,C
077902,B
077903,A
078001,B
078002,C
078003,B
078101,B
078102,B
078103,A
078201,B
078202,D
078203,D
078301,A
078302,B
078401,A
078402,B
078403,A
078501,D
078502,B
078503,B
078601,C
078602,A
078603,A
078701,B
078702,C
078703,D
078801,B
078802,D
078803,C
078901,A
078902,D
078903,B
079001,C
079002,D
079003,D
079101,D
079102,C
079103,B
079201,C
079202,B
079203,D
079301,C
079302,B
079303,C
079401,A
079402,A
079403,B
079501,A
079502,C
079601,D
079602,D
079603,C
079701,D
079702,D
079703,D
079801,B
079802,A
079803,C
079901,D
079902,A
079903,B
080001,D
080002,B
080101,D
080102,A
080103,A
080201,B
080202,B
080203,A
080301,C
080302,B
080303,D
080401,D
080402,A
080501,C
080502,D
080601,D
080602,A
080603,C
080701,C
080702,B
080703,B
080801,B
080802,B
080803,D
080901,D
080902,D
080903,B
081001,C
081002,B
081003,A
081101,C
081102,B
081103,C
081201,D
081202,C
081203,D
081301,C
081302,B
081303,D
081401,D
081402,B
081403,C
081501,C
081502,B
081503,B
081601,B
081602,C
081603,D
081701,B
081702,B
081703,C
081801,A
081802,C
081901,A
081902,C
082001,A
082002,C
082003,A
082101,A
082102,C
082103,D
082201,B
082202,A
082301,C
082302,A
082303,B
082401,C
082402,D
082501,B
082502,B
082601,D
082602,C
082603,D
082701,D
082702,C
082801,D
082802,B
082901,A
082902,C
083001,D
083002,B
083101,B
083102,A
083201,C
083202,D
083301,B
083302,D
083303,D
083401,C
083402,B
083501,B
083502,B
083601,A
083602,B
083701,B
083702,C
083801,A
083802,D
083901,D
083902,A
084001,C
084002,B
084003,C
084101,C
084102,C
084201,C
084202,A
084203,B
084301,C
084302,B
084303,C
084401,D
084402,C
084501,C
084502,B
084601,D
084602,D
084701,D
084702,A
084703,B
084801,D
084802,A
084901,C
084902,D
084903,D
085001,B
085002,B
085101,C
085102,D
085201,D
085202,C
085301,C
085302,A
085401,D
085402,D
085501,D
085502,C
085503,C
085601,A
085602,D
085603,B
085604,C
085701,B
085702,B
085703,B
085801,C
085802,B
085803,A
085901,A
085902,D
086001,C
086002,C
086101,C
086102,D
086201,D
086202,C
086301,B
086302,C
086401,B
086402,D
086501,D
086502,C
086601,C
086602,A
086701,C
086702,A
086801,D
086802,D
086901,A
086902,A
087001,B
087002,C
087101,D
087102,A
087201,D
087202,D
087301,C
087302,A
087303,B
087401,D
087402,C
087403,C
087501,D
087502,A
087503,C
087601,B
087602,D
087603,D
087701,C
087702,B
087801,A
087802,B
087803,C
087901,B
087902,B
088001,A
088002,B
088003,D
088101,B
088102,B
088201,D
088202,A
088301,C
088302,C
088303,D
088401,B
088402,B
088501,C
088502,B
088503,C
088601,C
088602,B
088603,D
088701,A
088702,C
088703,D
088801,B
088802,B
088901,B
088902,D
089001,A
089002,D
089003,D
089101,A
089102,B
089103,A
089201,C
089202,C
089301,B
089302,B
089401,A
089402,C
089403,A
089501,C
089502,C
089601,D
089602,C
089701,C
089702,C
089703,B
089801,C
089802,A
089803,A
089901,D
089902,D
089903,D
090001,A
090002,D
090003,B
090101,D
090102,C
090103,C
090201,A
090202,A
090203,D
090301,C
090302,C
090303,D
090401,D
090402,B
090403,B
090501,A
090502,C
090601,B
090602,D
090603,C
090701,C
090702,C
090801,A
090802,A
090901,B
090902,A
090903,A
091001,D
091002,C
091101,C
091102,D
091103,A
091201,B
091202,B
091301,B
091302,B
091401,D
091402,A
091501,D
091502,A
091601,D
091602,B
091701,C
091702,A
091801,D
091802,C
091901,D
091902,D
092001,C
092002,B
092101,C
092102,C
092201,B
092202,C
092301,D
092302,C
092401,C
092402,B
092501,D
092502,A
092601,B
092602,A
092701,D
092702,C
092801,B
092802,B
092901,B
092902,D
093001,C
093002,C
093101,D
093102,B
093201,C
093202,B
093301,B
093302,D
093401,A
093402,D
093501,D
093502,A
093601,C
093602,B
093701,C
093702,C
093801,B
093802,B
093901,D
093902,B
094001,B
094002,D
094101,B
094102,D
094201,A
094202,D
094301,D
094302,C
094401,C
094402,D
094501,B
094502,C
094601,C
094602,C
094701,B
094702,D
094801,D
094802,B
094901,B
094902,C
095001,D
095002,D
095101,A
095102,D
095201,C
095202,D
095301,A
095302,B
095401,A
095402,A
095501,A
095502,A
095601,A
095602,A
095701,D
095702,A
095703,A
095801,C
095802,C
095901,B
095902,A
096001,C
096002,B
096101,C
096102,D
096201,A
096202,A
096301,C
096302,A
096303,C
096401,C
096402,B
096501,B
096502,B
096601,C
096602,B
096603,C
096701,A
096702,B
096801,C
096802,B
096901,B
096902,D
096903,A
097001,D
097002,A
097101,B
097102,A
097201,C
097202,D
097301,C
097302,A
097401,C
097402,C
097403,B
097501,A
097502,A
097601,C
097602,A
097701,B
097702,D
097801,B
097802,C
097901,C
097902,B
098001,B
098002,C
098101,C
098102,D
098103,A
098201,D
098202,C
098203,C
098301,A
098302,B
098303,D
098401,B
098402,B
098501,A
098502,A
098601,B
098602,B
098701,D
098702,A
098801,D
098802,D
098901,C
098902,B
099001,B
099002,C
099003,D
099004,C
099101,C
099102,A
099103,C
099201,D
099202,A
099203,C
099204,D
099301,B
099302,C
099303,D
099401,D
099402,C
099501,C
099502,C
099503,D
099601,D
099602,D
099603,A
099701,A
099702,A
099801,D
099802,A
099901,C
099902,C
099903,A
100001,A
100002,B
100003,D
